Current city,Current x,Current y,.jpg name,.jpg url,Dominant Color,Color Palette,R,G,B,HLS,H,L,S
Amsterdam,52.3727598,4.8936041,Mannentorso - s0103V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Mannentorso_-_s0103V1962_-_Van_Gogh_Museum.jpg/150px-Mannentorso_-_s0103V1962_-_Van_Gogh_Museum.jpg,"(85, 113, 118)","[(91, 117, 120), (168, 168, 154), (199, 199, 191), (79, 92, 82), (146, 164, 158)]",85.0,113.0,118.0,"(0.5252525252525252, 101.5, -0.16417910447761194)",0.5252525252525252,101.5,-0.16417910447761194
Amsterdam,52.3727598,4.8936041,Paard - s0202V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Paard_-_s0202V1962_-_Van_Gogh_Museum.jpg/150px-Paard_-_s0202V1962_-_Van_Gogh_Museum.jpg,"(33, 58, 70)","[(31, 58, 70), (170, 158, 133), (124, 120, 104), (139, 148, 130), (132, 140, 140)]",33.0,58.0,70.0,"(0.5540540540540541, 51.5, -0.36633663366336633)",0.5540540540540541,51.5,-0.36633663366336633
Amsterdam,52.3727598,4.8936041,Zelfportret met vilthoed - s0162V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Zelfportret_met_vilthoed_-_s0162V1962_-_Van_Gogh_Museum.jpg/150px-Zelfportret_met_vilthoed_-_s0162V1962_-_Van_Gogh_Museum.jpg,"(51, 44, 33)","[(51, 44, 33), (162, 150, 109), (101, 84, 55), (100, 104, 100), (124, 124, 104)]",51.0,44.0,33.0,"(0.10185185185185186, 42.0, -0.21951219512195122)",0.10185185185185186,42.0,-0.21951219512195122
Amsterdam,52.3727598,4.8936041,Zelfportret als schilder - s0160V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Zelfportret_als_schilder_-_s0160V1962_-_Van_Gogh_Museum.jpg/150px-Zelfportret_als_schilder_-_s0160V1962_-_Van_Gogh_Museum.jpg,"(30, 31, 18)","[(29, 31, 18), (103, 88, 59), (63, 58, 39), (66, 68, 60), (70, 76, 65)]",30.0,31.0,18.0,"(0.17948717948717952, 24.5, -0.2765957446808511)",0.17948717948717952,24.5,-0.2765957446808511
,,,Van Gogh - Glas mit Nieswurz.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Van_Gogh_-_Glas_mit_Nieswurz.jpeg/150px-Van_Gogh_-_Glas_mit_Nieswurz.jpeg,"(85, 78, 86)","[(86, 79, 87), (223, 219, 225), (153, 147, 154), (177, 174, 181), (164, 164, 180)]",85.0,78.0,86.0,"(0.8125, 82.0, -0.04938271604938271)",0.8125,82.0,-0.04938271604938271
,,,Bowl with Daffodils van Gogh jh add01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Bowl_with_Daffodils_van_Gogh_jh_add01.jpg/150px-Bowl_with_Daffodils_van_Gogh_jh_add01.jpg,"(68, 71, 62)","[(68, 71, 62), (200, 203, 196), (131, 133, 125), (156, 164, 155), (152, 156, 156)]",68.0,71.0,62.0,"(0.22222222222222224, 66.5, -0.06870229007633588)",0.22222222222222224,66.5,-0.06870229007633588
,,,Van gogh flowers in a blue vase jh add20.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Van_gogh_flowers_in_a_blue_vase_jh_add20.jpg/150px-Van_gogh_flowers_in_a_blue_vase_jh_add20.jpg,"(42, 42, 31)","[(42, 43, 32), (210, 197, 135), (129, 116, 62), (153, 157, 118), (132, 144, 140)]",42.0,42.0,31.0,"(0.16666666666666666, 36.5, -0.15492957746478872)",0.16666666666666666,36.5,-0.15492957746478872
,,,Van gogh vase with flowers.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Van_gogh_vase_with_flowers.jpg/150px-Van_gogh_vase_with_flowers.jpg,"(51, 61, 50)","[(46, 58, 48), (176, 146, 115), (119, 104, 81), (143, 149, 132), (145, 164, 148)]",51.0,61.0,50.0,"(0.3181818181818182, 55.5, -0.10091743119266056)",0.3181818181818182,55.5,-0.10091743119266056
,,,Van Gogh - Büschel von Schachbrettblumen.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Van_Gogh_-_B%C3%BCschel_von_Schachbrettblumen.jpeg/150px-Van_Gogh_-_B%C3%BCschel_von_Schachbrettblumen.jpeg,"(133, 127, 135)","[(137, 130, 138), (56, 50, 58), (217, 212, 219), (76, 68, 76), (76, 60, 73)]",133.0,127.0,135.0,"(0.7916666666666666, 131.0, -0.03076923076923077)",0.7916666666666666,131.0,-0.03076923076923077
Amsterdam,52.3727598,4.8936041,Vincent van Gogh - Mand met viooltjes - Google Art Project.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Vincent_van_Gogh_-_Mand_met_viooltjes_-_Google_Art_Project.jpg/150px-Vincent_van_Gogh_-_Mand_met_viooltjes_-_Google_Art_Project.jpg,"(109, 114, 84)","[(109, 114, 83), (197, 185, 103), (34, 39, 24), (158, 165, 141), (172, 182, 140)]",109.0,114.0,84.0,"(0.19444444444444442, 99.0, -0.15306122448979592)",0.19444444444444442,99.0,-0.15306122448979592
,,,Van Gogh - Stillleben mit Skabiosen und Ranunkeln.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Van_Gogh_-_Stillleben_mit_Skabiosen_und_Ranunkeln.jpeg/150px-Van_Gogh_-_Stillleben_mit_Skabiosen_und_Ranunkeln.jpeg,"(128, 103, 81)","[(129, 103, 81), (251, 241, 215), (203, 155, 119), (179, 151, 128), (204, 176, 170)]",128.0,103.0,81.0,"(0.07801418439716312, 104.5, -0.22705314009661837)",0.07801418439716312,104.5,-0.22705314009661837
Amsterdam,52.3727598,4.8936041,Gezicht vanuit Vincents atelier - s0095V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Gezicht_vanuit_Vincents_atelier_-_s0095V1962_-_Van_Gogh_Museum.jpg/150px-Gezicht_vanuit_Vincents_atelier_-_s0095V1962_-_Van_Gogh_Museum.jpg,"(96, 95, 87)","[(94, 92, 84), (182, 183, 169), (138, 138, 128), (156, 153, 149), (166, 156, 148)]",96.0,95.0,87.0,"(0.14814814814814814, 91.5, -0.049723756906077346)",0.14814814814814814,91.5,-0.049723756906077346
Dublin,53.3497645,-6.2602732,Vincent van Gogh - Vue de Paris aux environs de Montmartre.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Vincent_van_Gogh_-_Vue_de_Paris_aux_environs_de_Montmartre.jpg/150px-Vincent_van_Gogh_-_Vue_de_Paris_aux_environs_de_Montmartre.jpg,"(196, 200, 184)","[(196, 200, 184), (59, 55, 44), (96, 87, 72), (118, 122, 110), (110, 105, 78)]",196.0,200.0,184.0,"(0.20833333333333334, 192.0, -0.041884816753926704)",0.20833333333333334,192.0,-0.041884816753926704
Amsterdam,52.3727598,4.8936041,Gezicht op Parijs - s0013V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Gezicht_op_Parijs_-_s0013V1962_-_Van_Gogh_Museum.jpg/150px-Gezicht_op_Parijs_-_s0013V1962_-_Van_Gogh_Museum.jpg,"(155, 155, 147)","[(156, 156, 148), (67, 68, 58), (96, 95, 73), (216, 214, 197), (92, 84, 76)]",155.0,155.0,147.0,"(0.16666666666666666, 151.0, -0.02666666666666667)",0.16666666666666666,151.0,-0.02666666666666667
Basel,47.5581077,7.5878261,"Vista de París desde Montmartre, por Vincent van Gogh.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Vista_de_Par%C3%ADs_desde_Montmartre%2C_por_Vincent_van_Gogh.jpg/150px-Vista_de_Par%C3%ADs_desde_Montmartre%2C_por_Vincent_van_Gogh.jpg,"(209, 200, 168)","[(209, 199, 168), (67, 57, 37), (127, 117, 97), (115, 97, 68), (100, 80, 53)]",209.0,200.0,168.0,"(0.13008130081300814, 188.5, -0.10933333333333334)",0.13008130081300814,188.5,-0.10933333333333334
Otterlo,52.1015221,5.7720779,"Van Gogh - Vase mit Mohn- und Kornblumen, Pfingstrosen und Chrysanthemen.jpeg",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Van_Gogh_-_Vase_mit_Mohn-_und_Kornblumen%2C_Pfingstrosen_und_Chrysanthemen.jpeg/150px-Van_Gogh_-_Vase_mit_Mohn-_und_Kornblumen%2C_Pfingstrosen_und_Chrysanthemen.jpeg,"(141, 114, 79)","[(145, 117, 82), (61, 59, 50), (214, 158, 116), (229, 207, 201), (189, 189, 112)]",141.0,114.0,79.0,"(0.09408602150537633, 110.0, -0.28440366972477066)",0.09408602150537633,110.0,-0.28440366972477066
Hartford,41.764582,-72.6908547,Van Gogh - Vase mit rotem Klatschmohn.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Van_Gogh_-_Vase_mit_rotem_Klatschmohn.jpeg/150px-Van_Gogh_-_Vase_mit_rotem_Klatschmohn.jpeg,"(106, 91, 78)","[(105, 92, 78), (199, 199, 201), (190, 122, 93), (42, 44, 43), (167, 181, 137)]",106.0,91.0,78.0,"(0.07738095238095238, 92.0, -0.15384615384615385)",0.07738095238095238,92.0,-0.15384615384615385
Otterlo,52.1015221,5.7720779,Van Gogh - Schale mit Pfingstrosen und Rosen.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Van_Gogh_-_Schale_mit_Pfingstrosen_und_Rosen.jpeg/150px-Van_Gogh_-_Schale_mit_Pfingstrosen_und_Rosen.jpeg,"(111, 93, 76)","[(113, 95, 78), (215, 197, 170), (198, 161, 137), (47, 44, 40), (180, 164, 156)]",111.0,93.0,76.0,"(0.08095238095238096, 93.5, -0.1891891891891892)",0.08095238095238096,93.5,-0.1891891891891892
Amsterdam,52.3727598,4.8936041,Flesje met pioenrozen en blauwe ridderspoor - s0182V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Flesje_met_pioenrozen_en_blauwe_ridderspoor_-_s0182V1962_-_Van_Gogh_Museum.jpg/150px-Flesje_met_pioenrozen_en_blauwe_ridderspoor_-_s0182V1962_-_Van_Gogh_Museum.jpg,"(70, 86, 71)","[(74, 89, 73), (169, 165, 136), (43, 40, 23), (140, 158, 142), (116, 140, 148)]",70.0,86.0,71.0,"(0.34375, 78.0, -0.1038961038961039)",0.34375,78.0,-0.1038961038961039
,,,Van Gogh - Vase mit Pfingstrosen.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Van_Gogh_-_Vase_mit_Pfingstrosen.jpeg/150px-Van_Gogh_-_Vase_mit_Pfingstrosen.jpeg,"(70, 73, 59)","[(71, 73, 59), (197, 186, 168), (156, 169, 168), (142, 121, 93), (135, 148, 152)]",70.0,73.0,59.0,"(0.2023809523809524, 66.0, -0.1076923076923077)",0.2023809523809524,66.0,-0.1076923076923077
Winterthur,47.4991723,8.7291498,Van Gogh - Der 14. Juli in Paris.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Van_Gogh_-_Der_14._Juli_in_Paris.jpeg/150px-Van_Gogh_-_Der_14._Juli_in_Paris.jpeg,"(104, 89, 70)","[(107, 92, 72), (185, 131, 99), (46, 47, 41), (140, 141, 147), (158, 156, 108)]",104.0,89.0,70.0,"(0.09313725490196079, 87.0, -0.19767441860465115)",0.09313725490196079,87.0,-0.19767441860465115
Copenhagen,55.6867243,12.5700724,Vincent van Gogh - Pont du Carrousel and the Louvre.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Vincent_van_Gogh_-_Pont_du_Carrousel_and_the_Louvre.jpg/150px-Vincent_van_Gogh_-_Pont_du_Carrousel_and_the_Louvre.jpg,"(197, 186, 157)","[(197, 186, 159), (48, 35, 24), (148, 116, 50), (111, 69, 29), (119, 115, 101)]",197.0,186.0,157.0,"(0.12083333333333333, 177.0, -0.11363636363636363)",0.12083333333333333,177.0,-0.11363636363636363
,,,Van Gogh - Spaziergänger im Bois de Boulogne1.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Van_Gogh_-_Spazierg%C3%A4nger_im_Bois_de_Boulogne1.jpeg/150px-Van_Gogh_-_Spazierg%C3%A4nger_im_Bois_de_Boulogne1.jpeg,"(153, 123, 84)","[(140, 111, 75), (184, 205, 203), (215, 194, 141), (211, 165, 101), (171, 160, 139)]",153.0,123.0,84.0,"(0.09420289855072465, 118.5, -0.2936170212765957)",0.09420289855072465,118.5,-0.2936170212765957
Williamstown,38.6381245,-84.5604977,Van Gogh - Allee im Jardin du Luxembourg.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Van_Gogh_-_Allee_im_Jardin_du_Luxembourg.jpeg/150px-Van_Gogh_-_Allee_im_Jardin_du_Luxembourg.jpeg,"(162, 155, 127)","[(163, 156, 129), (112, 107, 46), (211, 207, 216), (100, 80, 72), (92, 92, 84)]",162.0,155.0,127.0,"(0.13333333333333333, 144.5, -0.12195121951219512)",0.13333333333333333,144.5,-0.12195121951219512
,,,Van Gogh - Spaziergänger im Bois de Boulogne.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Van_Gogh_-_Spazierg%C3%A4nger_im_Bois_de_Boulogne.jpeg/150px-Van_Gogh_-_Spazierg%C3%A4nger_im_Bois_de_Boulogne.jpeg,"(112, 106, 115)","[(113, 107, 117), (222, 218, 226), (191, 184, 194), (45, 38, 49), (180, 177, 188)]",112.0,106.0,115.0,"(0.7777777777777778, 110.5, -0.0410958904109589)",0.7777777777777778,110.5,-0.0410958904109589
,,,Van Gogh - Spaziergänger im Bois de Boulogne2.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Van_Gogh_-_Spazierg%C3%A4nger_im_Bois_de_Boulogne2.jpeg/150px-Van_Gogh_-_Spazierg%C3%A4nger_im_Bois_de_Boulogne2.jpeg,"(97, 83, 69)","[(98, 83, 69), (211, 211, 211), (208, 149, 106), (164, 149, 134), (172, 172, 164)]",97.0,83.0,69.0,"(0.08333333333333333, 83.0, -0.17073170731707318)",0.08333333333333333,83.0,-0.17073170731707318
Amsterdam,52.3727598,4.8936041,Weg te Montmartre - s0092V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Weg_te_Montmartre_-_s0092V1962_-_Van_Gogh_Museum.jpg/150px-Weg_te_Montmartre_-_s0092V1962_-_Van_Gogh_Museum.jpg,"(95, 91, 61)","[(82, 79, 51), (147, 138, 100), (24, 26, 15), (131, 132, 90), (108, 108, 108)]",95.0,91.0,61.0,"(0.14705882352941177, 78.0, -0.22077922077922077)",0.14705882352941177,78.0,-0.22077922077922077
,,,Van Gogh - Blick auf Montemartre vor einem Gewitter.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Van_Gogh_-_Blick_auf_Montemartre_vor_einem_Gewitter.jpeg/150px-Van_Gogh_-_Blick_auf_Montemartre_vor_einem_Gewitter.jpeg,"(188, 184, 192)","[(194, 191, 199), (59, 53, 63), (85, 80, 89), (118, 111, 121), (100, 92, 100)]",188.0,184.0,192.0,"(0.75, 188.0, -0.0213903743315508)",0.75,188.0,-0.0213903743315508
Glasgow,55.8609825,-4.2488787,Van Gogh - Le Moulin de la Galette.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Van_Gogh_-_Le_Moulin_de_la_Galette.jpeg/150px-Van_Gogh_-_Le_Moulin_de_la_Galette.jpeg,"(139, 137, 131)","[(137, 135, 129), (94, 85, 48), (46, 41, 25), (73, 55, 32), (191, 180, 167)]",139.0,137.0,131.0,"(0.125, 135.0, -0.029850746268656716)",0.125,135.0,-0.029850746268656716
Tokyo,35.6828387,139.7594549,Vincent van Gogh - Windmills on Montmartre - Google Art Project.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Vincent_van_Gogh_-_Windmills_on_Montmartre_-_Google_Art_Project.jpg/150px-Vincent_van_Gogh_-_Windmills_on_Montmartre_-_Google_Art_Project.jpg,"(200, 201, 190)","[(199, 200, 189), (42, 49, 25), (90, 80, 35), (124, 117, 57), (111, 127, 108)]",200.0,201.0,190.0,"(0.1818181818181818, 195.5, -0.028277634961439587)",0.1818181818181818,195.5,-0.028277634961439587
Zwolle,52.5089759,6.0943765,Vincent van Gogh - Le Moulin de blute-fin(1886).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Vincent_van_Gogh_-_Le_Moulin_de_blute-fin%281886%29.jpg/150px-Vincent_van_Gogh_-_Le_Moulin_de_blute-fin%281886%29.jpg,"(191, 182, 158)","[(189, 180, 156), (34, 29, 21), (90, 55, 40), (108, 89, 53), (108, 102, 88)]",191.0,182.0,158.0,"(0.12121212121212122, 174.5, -0.09510086455331412)",0.12121212121212122,174.5,-0.09510086455331412
,,,"Van Gogh - Stillleben mit Makrelen, Zitronen und Tomaten.jpeg",https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Van_Gogh_-_Stillleben_mit_Makrelen%2C_Zitronen_und_Tomaten.jpeg/150px-Van_Gogh_-_Stillleben_mit_Makrelen%2C_Zitronen_und_Tomaten.jpeg,"(128, 102, 74)","[(127, 102, 74), (213, 200, 196), (207, 142, 86), (62, 62, 45), (186, 175, 151)]",128.0,102.0,74.0,"(0.08641975308641976, 101.0, -0.27)",0.08641975308641976,101.0,-0.27
,,,"Van Gogh - Stillleben mit Fleisch, Gemüse und Steingut.jpeg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Van_Gogh_-_Stillleben_mit_Fleisch%2C_Gem%C3%BCse_und_Steingut.jpeg/150px-Van_Gogh_-_Stillleben_mit_Fleisch%2C_Gem%C3%BCse_und_Steingut.jpeg,"(73, 67, 75)","[(75, 69, 77), (205, 202, 209), (144, 139, 147), (164, 162, 172), (172, 164, 172)]",73.0,67.0,75.0,"(0.7916666666666666, 71.0, -0.05714285714285714)",0.7916666666666666,71.0,-0.05714285714285714
Basel,47.5581077,7.5878261,Van Gogh - Stillleben mit Bücklingen1.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Van_Gogh_-_Stillleben_mit_B%C3%BCcklingen1.jpeg/150px-Van_Gogh_-_Stillleben_mit_B%C3%BCcklingen1.jpeg,"(63, 58, 54)","[(68, 62, 57), (203, 164, 123), (141, 106, 76), (121, 125, 144), (156, 156, 158)]",63.0,58.0,54.0,"(0.07407407407407407, 58.5, -0.0782608695652174)",0.07407407407407407,58.5,-0.0782608695652174
Amsterdam,52.3727598,4.8936041,"Van Gogh - Stillleben mit Flasche, Zwei Gläsern, Käse und Brot.jpeg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Van_Gogh_-_Stillleben_mit_Flasche%2C_Zwei_Gl%C3%A4sern%2C_K%C3%A4se_und_Brot.jpeg/150px-Van_Gogh_-_Stillleben_mit_Flasche%2C_Zwei_Gl%C3%A4sern%2C_K%C3%A4se_und_Brot.jpeg,"(76, 69, 56)","[(81, 72, 56), (219, 190, 116), (232, 221, 189), (192, 149, 84), (148, 144, 138)]",76.0,69.0,56.0,"(0.10833333333333334, 66.0, -0.15384615384615385)",0.10833333333333334,66.0,-0.15384615384615385
,,,"Van Gogh - Stillleben mit Heringen, Serviette und Glas.jpeg",https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Van_Gogh_-_Stillleben_mit_Heringen%2C_Serviette_und_Glas.jpeg/150px-Van_Gogh_-_Stillleben_mit_Heringen%2C_Serviette_und_Glas.jpeg,"(66, 60, 66)","[(66, 60, 67), (190, 185, 192), (128, 121, 129), (154, 148, 156), (156, 156, 161)]",66.0,60.0,66.0,"(0.8333333333333334, 63.0, -0.04838709677419355)",0.8333333333333334,63.0,-0.04838709677419355
Otterlo,52.1015221,5.7720779,Van Gogh - Stillleben mit Bücklingen.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Van_Gogh_-_Stillleben_mit_B%C3%BCcklingen.jpeg/150px-Van_Gogh_-_Stillleben_mit_B%C3%BCcklingen.jpeg,"(71, 63, 55)","[(72, 64, 56), (192, 146, 85), (121, 114, 107), (196, 186, 186), (156, 148, 108)]",71.0,63.0,55.0,"(0.08333333333333333, 63.0, -0.12903225806451613)",0.08333333333333333,63.0,-0.12903225806451613
Amsterdam,52.3727598,4.8936041,Schoenen - s0011V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Schoenen_-_s0011V1962_-_Van_Gogh_Museum.jpg/150px-Schoenen_-_s0011V1962_-_Van_Gogh_Museum.jpg,"(91, 81, 57)","[(92, 82, 57), (171, 157, 119), (29, 29, 20), (148, 143, 124), (156, 156, 140)]",91.0,81.0,57.0,"(0.1176470588235294, 74.0, -0.2328767123287671)",0.1176470588235294,74.0,-0.2328767123287671
,,,Van Gogh - Ingwertopf mit Chrysantemen.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Van_Gogh_-_Ingwertopf_mit_Chrysantemen.jpeg/150px-Van_Gogh_-_Ingwertopf_mit_Chrysantemen.jpeg,"(112, 86, 67)","[(95, 76, 62), (203, 135, 69), (161, 108, 73), (235, 185, 98), (216, 223, 220)]",112.0,86.0,67.0,"(0.07037037037037037, 89.5, -0.2542372881355932)",0.07037037037037037,89.5,-0.2542372881355932
Hague,43.745553,-73.498535,"Van Gogh - Vase mit Astern, Salbei und anderen Blumen.jpeg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Van_Gogh_-_Vase_mit_Astern%2C_Salbei_und_anderen_Blumen.jpeg/150px-Van_Gogh_-_Vase_mit_Astern%2C_Salbei_und_anderen_Blumen.jpeg,"(84, 68, 58)","[(89, 73, 59), (238, 234, 236), (215, 184, 116), (191, 144, 91), (158, 139, 120)]",84.0,68.0,58.0,"(0.0641025641025641, 71.0, -0.18571428571428572)",0.0641025641025641,71.0,-0.18571428571428572
,,,Van Gogh - Vase mit Gladiolen und Flieder.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Van_Gogh_-_Vase_mit_Gladiolen_und_Flieder.jpeg/150px-Van_Gogh_-_Vase_mit_Gladiolen_und_Flieder.jpeg,"(86, 82, 69)","[(87, 83, 70), (213, 203, 197), (195, 182, 147), (183, 145, 118), (141, 141, 138)]",86.0,82.0,69.0,"(0.12745098039215685, 77.5, -0.1111111111111111)",0.12745098039215685,77.5,-0.1111111111111111
,,,"Vincent van gogh, natura morta con garofani, 1886 (cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Vincent_van_gogh%2C_natura_morta_con_garofani%2C_1886_%28cropped%29.jpg/150px-Vincent_van_gogh%2C_natura_morta_con_garofani%2C_1886_%28cropped%29.jpg,"(46, 44, 34)","[(44, 42, 32), (204, 177, 164), (117, 98, 75), (138, 162, 119), (140, 142, 148)]",46.0,44.0,34.0,"(0.1388888888888889, 40.0, -0.15384615384615385)",0.1388888888888889,40.0,-0.15384615384615385
,,,Vase-with-White-and-Red-Carnations F236.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Vase-with-White-and-Red-Carnations_F236.jpg/150px-Vase-with-White-and-Red-Carnations_F236.jpg,"(31, 42, 43)","[(34, 44, 44), (196, 180, 177), (108, 118, 110), (136, 146, 148), (124, 156, 120)]",31.0,42.0,43.0,"(0.5138888888888888, 37.0, -0.16666666666666666)",0.5138888888888888,37.0,-0.16666666666666666
Rotterdam,51.9244424,4.47775,Van Gogh - Vase mit Gladiolen und Nelken1.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Van_Gogh_-_Vase_mit_Gladiolen_und_Nelken1.jpeg/150px-Van_Gogh_-_Vase_mit_Gladiolen_und_Nelken1.jpeg,"(113, 85, 56)","[(118, 90, 58), (229, 213, 213), (206, 191, 94), (195, 85, 63), (53, 45, 41)]",113.0,85.0,56.0,"(0.08479532163742691, 84.5, -0.3413173652694611)",0.08479532163742691,84.5,-0.3413173652694611
,,,Vase-with-Carnations-and-Zinnias F259.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Vase-with-Carnations-and-Zinnias_F259.jpg/150px-Vase-with-Carnations-and-Zinnias_F259.jpg,"(29, 40, 33)","[(30, 41, 34), (197, 187, 157), (109, 92, 70), (137, 140, 100), (140, 124, 132)]",29.0,40.0,33.0,"(0.393939393939394, 34.5, -0.16417910447761194)",0.393939393939394,34.5,-0.16417910447761194
Ottawa,45.4211435,-75.6900574,Van Gogh - Vase mit Zinnien und Geranien.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Van_Gogh_-_Vase_mit_Zinnien_und_Geranien.jpeg/150px-Van_Gogh_-_Vase_mit_Zinnien_und_Geranien.jpeg,"(78, 75, 69)","[(78, 75, 69), (201, 166, 134), (147, 124, 102), (165, 169, 168), (146, 144, 155)]",78.0,75.0,69.0,"(0.11111111111111112, 73.5, -0.06206896551724138)",0.11111111111111112,73.5,-0.06206896551724138
Washington,38.8950368,-77.0365427,Van Gogh - Vase mit Nelken und anderen Blumen.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Van_Gogh_-_Vase_mit_Nelken_und_anderen_Blumen.jpeg/150px-Van_Gogh_-_Vase_mit_Nelken_und_anderen_Blumen.jpeg,"(103, 105, 93)","[(87, 96, 87), (203, 179, 148), (123, 140, 165), (155, 119, 90), (165, 182, 177)]",103.0,105.0,93.0,"(0.19444444444444442, 99.0, -0.061224489795918366)",0.19444444444444442,99.0,-0.061224489795918366
,,,Van Gogh - Vase mit Rosenmalven.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Van_Gogh_-_Vase_mit_Rosenmalven.jpeg/150px-Van_Gogh_-_Vase_mit_Rosenmalven.jpeg,"(180, 148, 79)","[(184, 152, 83), (86, 55, 42), (234, 213, 175), (100, 81, 55), (235, 216, 134)]",180.0,148.0,79.0,"(0.11386138613861385, 129.5, -0.39299610894941633)",0.11386138613861385,129.5,-0.39299610894941633
,,,Van Gogh - Vase mit Pechnelken.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Van_Gogh_-_Vase_mit_Pechnelken.jpeg/150px-Van_Gogh_-_Vase_mit_Pechnelken.jpeg,"(69, 53, 34)","[(68, 52, 32), (221, 191, 48), (140, 107, 45), (190, 126, 44), (108, 112, 60)]",69.0,53.0,34.0,"(0.09047619047619049, 51.5, -0.3465346534653465)",0.09047619047619049,51.5,-0.3465346534653465
Rotterdam,51.9244424,4.47775,Van Gogh - Vase mit Nelken1.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Van_Gogh_-_Vase_mit_Nelken1.jpeg/150px-Van_Gogh_-_Vase_mit_Nelken1.jpeg,"(71, 68, 58)","[(76, 71, 59), (201, 171, 137), (149, 120, 95), (162, 162, 157), (168, 165, 142)]",71.0,68.0,58.0,"(0.1282051282051282, 64.5, -0.10236220472440945)",0.1282051282051282,64.5,-0.10236220472440945
,,,Van Gogh - Geranie in einem Blumentopf.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Van_Gogh_-_Geranie_in_einem_Blumentopf.jpeg/150px-Van_Gogh_-_Geranie_in_einem_Blumentopf.jpeg,"(114, 100, 76)","[(114, 100, 76), (226, 227, 221), (200, 180, 116), (49, 46, 42), (176, 181, 133)]",114.0,100.0,76.0,"(0.10526315789473684, 95.0, -0.20212765957446807)",0.10526315789473684,95.0,-0.20212765957446807
